id,label
165,农林用地
166,invalid
167,invalid
168,其他非建设用地
169,invalid
170,invalid
171,工业用地
172,invalid
173,居住用地
174,教育科研用地
175,invalid
176,invalid
177,invalid
178,其他非建设用地
179,居住用地
180,invalid
181,invalid
182,invalid
183,行政办公用地
184,invalid
185,invalid
186,invalid
187,医疗卫生用地
188,居住用地
189,invalid
190,invalid
191,invalid
192,invalid
193,居住用地
194,invalid
195,invalid
196,invalid
197,公园绿地
198,行政办公用地
199,居住用地
200,invalid
201,防护绿地
202,防护绿地
203,工业用地
204,invalid
205,invalid
206,invalid
207,invalid
208,invalid
209,invalid
210,居住用地
211,防护绿地
212,工业用地
213,工业用地
214,invalid
215,工业用地
216,invalid
217,工业用地
218,invalid
219,invalid
220,invalid
221,工业用地
222,农林用地
223,invalid
224,invalid
225,防护绿地
226,invalid
227,invalid
228,invalid
229,invalid
230,工业用地
231,其他非建设用地
232,invalid
233,防护绿地
234,invalid
235,invalid
236,居住用地
237,invalid
238,invalid
239,invalid
240,防护绿地
241,invalid
242,其他非建设用地
243,invalid
244,invalid
245,居住用地
246,invalid
247,invalid
248,invalid
249,居住用地
250,invalid
251,invalid
252,居住用地
253,防护绿地
254,公园绿地
255,invalid
256,invalid
257,其他非建设用地
258,公园绿地
259,invalid
260,工业用地
261,居住用地
262,公园绿地
263,invalid
264,invalid
265,invalid
266,invalid
267,invalid
268,居住用地
269,invalid
270,居住用地
271,invalid
272,invalid
273,工业用地
274,居住用地
275,invalid
276,行政办公用地
277,invalid
278,其他非建设用地
279,水域
280,invalid
281,防护绿地
282,invalid
283,防护绿地
284,invalid
285,商业服务业设施用地
286,工业用地
287,invalid
288,invalid
289,invalid
290,居住用地
291,invalid
292,invalid
293,居住用地
294,invalid
295,invalid
296,居住用地
297,invalid
298,invalid
299,invalid
300,工业用地
301,invalid
302,invalid
303,商业服务业设施用地
304,居住用地
305,invalid
306,invalid
307,商业服务业设施用地
308,invalid
309,invalid
310,公园绿地
311,invalid
312,invalid
313,防护绿地
314,防护绿地
315,invalid
316,invalid
317,行政办公用地
318,invalid
319,居住用地
320,工业用地
321,invalid
322,invalid
323,其他非建设用地
324,invalid
325,invalid
326,invalid
327,invalid
328,invalid
329,居住用地
330,invalid
331,工业用地
332,居住用地
333,居住用地
334,invalid
335,invalid
336,invalid
337,其他非建设用地
338,居住用地
339,invalid
340,invalid
341,invalid
342,invalid
343,invalid
344,invalid
345,其他非建设用地
346,invalid
347,invalid
348,invalid
349,invalid
350,商业服务业设施用地
351,invalid
352,invalid
353,invalid
354,invalid
355,居住用地
356,invalid
357,工业用地
358,invalid
359,工业用地
360,商业服务业设施用地
361,invalid
362,invalid
363,invalid
364,invalid
365,invalid
366,其他非建设用地
367,invalid
368,行政办公用地
369,invalid
370,商业服务业设施用地
371,invalid
372,invalid
373,居住用地
374,invalid
375,invalid
376,交通设施用地
377,居住用地
378,invalid
379,invalid
380,invalid
381,居住用地
382,invalid
383,居住用地
384,invalid
385,行政办公用地
386,invalid
387,invalid
388,行政办公用地
389,居住用地
390,行政办公用地
391,invalid
392,invalid
393,invalid
394,居住用地
395,工业用地
396,工业用地
397,invalid
398,invalid
399,居住用地
400,invalid
401,其他非建设用地
402,invalid
403,其他非建设用地
404,居住用地
405,居住用地
406,invalid
407,invalid
408,工业用地
409,invalid
410,invalid
411,invalid
412,invalid
413,invalid
414,invalid
415,invalid
416,invalid
417,居住用地
418,invalid
419,invalid
420,invalid
421,invalid
422,invalid
423,invalid
424,居住用地
425,invalid
426,工业用地
427,invalid
428,invalid
429,invalid
430,invalid
431,invalid
432,工业用地
433,invalid
434,invalid
435,invalid
436,invalid
437,居住用地
438,居住用地
439,invalid
440,invalid
441,invalid
442,invalid
443,invalid
444,居住用地
445,invalid
446,居住用地
447,invalid
448,invalid
449,invalid
450,其他非建设用地
451,invalid
452,居住用地
453,行政办公用地
454,invalid
455,invalid
456,invalid
457,居住用地
458,工业用地
459,农林用地
460,invalid
461,居住用地
462,invalid
463,invalid
464,invalid
465,invalid
466,商业服务业设施用地
467,invalid
468,居住用地
469,invalid
470,invalid
471,公园绿地
472,居住用地
473,invalid
474,居住用地
475,invalid
476,invalid
477,居住用地
478,居住用地
479,居住用地
480,invalid
481,invalid
482,交通设施用地
483,invalid
484,invalid
485,invalid
486,invalid
487,invalid
488,工业用地
489,invalid
490,工业用地
491,居住用地
492,invalid
493,商业服务业设施用地
494,invalid
495,居住用地
496,invalid
497,invalid
498,工业用地
499,invalid
500,居住用地
501,居住用地
502,invalid
503,invalid
504,商业服务业设施用地
505,居住用地
506,invalid
507,工业用地
508,invalid
509,其他非建设用地
510,invalid
511,invalid
512,invalid
513,invalid
514,invalid
515,invalid
516,invalid
517,居住用地
518,invalid
519,居住用地
520,invalid
521,防护绿地
522,防护绿地
523,invalid
524,教育科研用地
525,invalid
526,invalid
527,公园绿地
528,工业用地
529,防护绿地
530,invalid
531,invalid
532,工业用地
533,invalid
534,invalid
535,居住用地
536,invalid
537,居住用地
538,invalid
539,教育科研用地
540,invalid
541,invalid
542,居住用地
543,商业服务业设施用地
544,invalid
545,invalid
546,invalid
547,交通设施用地
548,防护绿地
549,invalid
550,invalid
551,invalid
552,工业用地
553,invalid
554,invalid
555,invalid
556,invalid
557,居住用地
558,invalid
559,invalid
560,invalid
561,工业用地
562,工业用地
563,invalid
564,invalid
565,居住用地
566,居住用地
567,invalid
568,invalid
569,invalid
570,工业用地
571,invalid
572,invalid
573,交通设施用地
574,居住用地
575,invalid
576,居住用地
577,防护绿地
578,invalid
579,工业用地
580,居住用地
581,invalid
582,invalid
583,工业用地
584,invalid
585,invalid
586,invalid
587,invalid
588,防护绿地
589,其他非建设用地
590,工业用地
591,工业用地
592,居住用地
593,invalid
594,工业用地
595,invalid
596,商业服务业设施用地
597,工业用地
598,invalid
599,invalid
600,居住用地
601,invalid
602,居住用地
603,居住用地
604,invalid
605,invalid
606,工业用地
607,工业用地
608,invalid
609,invalid
610,居住用地
611,公园绿地
612,工业用地
613,工业用地
614,防护绿地
615,invalid
616,invalid
617,invalid
618,工业用地
619,invalid
620,居住用地
621,invalid
622,invalid
623,公园绿地
624,工业用地
625,防护绿地
626,invalid
627,invalid
628,invalid
629,invalid
630,invalid
631,居住用地
632,invalid
633,invalid
634,公园绿地
635,工业用地
636,居住用地
637,居住用地
638,invalid
639,invalid
640,公共设施用地
641,invalid
642,invalid
643,invalid
644,invalid
645,工业用地
646,invalid
647,invalid
648,invalid
649,invalid
650,防护绿地
651,invalid
652,工业用地
653,体育用地
654,invalid
655,invalid
656,防护绿地
657,防护绿地
658,invalid
659,invalid
660,invalid
661,invalid
662,invalid
663,invalid
664,防护绿地
665,invalid
666,invalid
667,invalid
668,invalid
669,invalid
670,invalid
671,防护绿地
672,居住用地
673,居住用地
674,invalid
675,公园绿地
676,居住用地
677,invalid
678,invalid
679,invalid
680,居住用地
681,invalid
682,invalid
683,invalid
684,invalid
685,居住用地
686,其他非建设用地
687,居住用地
688,invalid
689,居住用地
690,invalid
691,invalid
692,invalid
693,居住用地
694,invalid
695,居住用地
696,invalid
697,公园绿地
698,invalid
699,居住用地
700,invalid
701,invalid
702,invalid
703,invalid
704,invalid
705,invalid
706,防护绿地
707,invalid
708,invalid
709,invalid
710,invalid
711,居住用地
712,居住用地
713,居住用地
714,invalid
715,居住用地
716,工业用地
717,invalid
718,invalid
719,其他非建设用地
720,invalid
721,invalid
722,invalid
723,invalid
724,invalid
725,invalid
726,invalid
727,invalid
728,invalid
729,invalid
730,invalid
731,invalid
732,居住用地
733,invalid
734,invalid
735,invalid
736,invalid
737,商业服务业设施用地
738,居住用地
739,居住用地
740,invalid
741,invalid
742,invalid
743,防护绿地
744,防护绿地
745,invalid
746,invalid
747,invalid
748,invalid
749,居住用地
750,invalid
751,invalid
752,invalid
753,invalid
754,invalid
755,invalid
756,invalid
757,invalid
758,invalid
759,商业服务业设施用地
760,invalid
761,文化设施用地
762,invalid
763,invalid
764,防护绿地
765,invalid
766,invalid
767,invalid
768,invalid
769,invalid
770,invalid
771,invalid
772,invalid
773,invalid
774,invalid
775,invalid
776,invalid
777,invalid
778,invalid
779,invalid
780,invalid
781,invalid
782,invalid
783,防护绿地
784,商业服务业设施用地
785,invalid
786,invalid
787,invalid
788,invalid
789,invalid
790,invalid
791,invalid
792,invalid
793,居住用地
794,invalid
795,invalid
796,invalid
797,invalid
798,居住用地
799,invalid
800,invalid
801,invalid
802,教育科研用地
803,防护绿地
804,invalid
805,invalid
806,invalid
807,invalid
808,invalid
809,invalid
810,invalid
811,invalid
812,invalid
813,invalid
814,invalid
815,invalid
816,invalid
817,invalid
818,居住用地
819,invalid
820,invalid
821,教育科研用地
822,invalid
823,居住用地
824,invalid
825,商业服务业设施用地
826,invalid
827,居住用地
828,invalid
829,invalid
830,invalid
831,invalid
832,invalid
833,居住用地
834,invalid
835,invalid
836,invalid
837,invalid
838,invalid
839,invalid
840,工业用地
841,invalid
842,invalid
843,invalid
844,invalid
845,invalid
846,invalid
847,invalid
848,居住用地
849,invalid
850,invalid
851,invalid
852,invalid
853,invalid
854,invalid
855,invalid
856,invalid
857,invalid
858,教育科研用地
859,invalid
860,invalid
861,invalid
862,invalid
863,invalid
864,居住用地
865,工业用地
866,居住用地
867,invalid
868,商业服务业设施用地
869,invalid
870,居住用地
871,居住用地
872,invalid
873,居住用地
874,invalid
875,invalid
876,居住用地
877,invalid
878,invalid
879,invalid
880,居住用地
881,invalid
882,invalid
883,invalid
884,居住用地
885,invalid
886,invalid
887,防护绿地
888,invalid
889,居住用地
890,invalid
891,invalid
892,invalid
893,防护绿地
894,invalid
895,invalid
896,invalid
897,居住用地
898,防护绿地
899,invalid
900,居住用地
901,invalid
902,居住用地
903,invalid
904,防护绿地
905,invalid
906,invalid
907,invalid
908,invalid
909,invalid
910,invalid
911,invalid
912,invalid
913,invalid
914,居住用地
915,防护绿地
916,invalid
917,invalid
918,invalid
919,invalid
920,居住用地
921,invalid
922,invalid
923,invalid
924,防护绿地
925,居住用地
926,居住用地
927,invalid
928,invalid
929,居住用地
930,居住用地
931,居住用地
932,invalid
933,invalid
934,居住用地
935,居住用地
936,居住用地
937,invalid
938,invalid
939,居住用地
940,invalid
941,invalid
942,invalid
943,invalid
944,invalid
945,invalid
946,invalid
947,invalid
948,invalid
949,invalid
950,居住用地
951,invalid
952,居住用地
953,invalid
954,居住用地
955,居住用地
956,居住用地
957,invalid
958,invalid
959,invalid
960,invalid
961,invalid
962,invalid
963,invalid
964,invalid
965,invalid
966,invalid
967,invalid
968,invalid
969,invalid
970,invalid
971,invalid
972,invalid
973,居住用地
974,居住用地
975,防护绿地
976,防护绿地
977,居住用地
978,invalid
979,invalid
980,invalid
981,invalid
982,invalid
983,invalid
984,居住用地
985,invalid
986,居住用地
987,防护绿地
988,医疗卫生用地
989,invalid
990,居住用地
991,invalid
992,invalid
993,invalid
994,invalid
995,invalid
996,invalid
997,防护绿地
998,居住用地
999,居住用地
1000,居住用地
1001,invalid
1002,居住用地
1003,invalid
1004,invalid
1005,invalid
1006,invalid
1007,invalid
1008,invalid
1009,invalid
1010,居住用地
1011,invalid
1012,invalid
1013,invalid
1014,invalid
1015,invalid
1016,invalid
1017,居住用地
1018,居住用地
1019,invalid
1020,invalid
1021,invalid
1022,居住用地
1023,invalid
1024,invalid
1025,invalid
1026,invalid
1027,invalid
1028,invalid
1029,invalid
1030,居住用地
1031,invalid
1032,invalid
1033,invalid
1034,invalid
1035,invalid
1036,invalid
1037,invalid
1038,invalid
1039,居住用地
1040,invalid
1041,invalid
1042,invalid
1043,invalid
1044,invalid
1045,invalid
1046,invalid
1047,invalid
1048,invalid
1049,居住用地
1050,invalid
1051,invalid
1052,公园绿地
1053,invalid
1054,invalid
1055,交通设施用地
1056,商业服务业设施用地
1057,invalid
1058,invalid
1059,invalid
1060,居住用地
1061,居住用地
1062,invalid
1063,居住用地
1064,invalid
1065,invalid
1066,invalid
1067,invalid
1068,invalid
1069,invalid
1070,invalid
1071,invalid
1072,商业服务业设施用地
1073,invalid
1074,invalid
1075,invalid
1076,invalid
1077,invalid
1078,invalid
1079,行政办公用地
1080,invalid
1081,invalid
1082,invalid
1083,invalid
1084,invalid
1085,居住用地
1086,居住用地
1087,invalid
1088,invalid
1089,invalid
1090,invalid
1091,居住用地
1092,invalid
1093,其他非建设用地
1094,医疗卫生用地
1095,invalid
1096,invalid
1097,invalid
1098,invalid
1099,invalid
1100,invalid
1101,公园绿地
1102,invalid
1103,invalid
1104,invalid
1105,invalid
1106,invalid
1107,居住用地
1108,invalid
1109,invalid
1110,invalid
1111,invalid
1112,invalid
1113,invalid
1114,invalid
1115,invalid
1116,invalid
1117,invalid
1118,invalid
1119,invalid
1120,invalid
1121,invalid
1122,invalid
1123,居住用地
1124,invalid
1125,invalid
1126,居住用地
1127,商业服务业设施用地
1128,invalid
1129,invalid
1130,invalid
1131,invalid
1132,居住用地
1133,invalid
1134,公园绿地
1135,invalid
1136,invalid
1137,invalid
1138,居住用地
1139,invalid
1140,invalid
1141,居住用地
1142,invalid
1143,居住用地
1144,居住用地
1145,invalid
1146,invalid
1147,invalid
1148,居住用地
1149,invalid
1150,水域
1151,invalid
1152,公园绿地
1153,invalid
1154,商业服务业设施用地
1155,invalid
1156,居住用地
1157,invalid
1158,invalid
1159,居住用地
1160,invalid
1161,invalid
1162,invalid
1163,公园绿地
1164,居住用地
1165,invalid
1166,invalid
1167,invalid
1168,invalid
1169,invalid
1170,invalid
1171,invalid
1172,invalid
1173,居住用地
1174,居住用地
1175,教育科研用地
1176,invalid
1177,invalid
1178,invalid
1179,交通设施用地
1180,invalid
1181,invalid
1182,invalid
1183,invalid
1184,invalid
1185,invalid
1186,invalid
1187,invalid
1188,invalid
1189,invalid
1190,invalid
1191,防护绿地
1192,invalid
1193,invalid
1194,invalid
1195,商业服务业设施用地
1196,invalid
1197,其他非建设用地
1198,invalid
1199,商业服务业设施用地
1200,居住用地
1201,invalid
1202,教育科研用地
1203,公园绿地
1204,invalid
1205,公园绿地
1206,invalid
1207,invalid
1208,invalid
1209,invalid
1210,invalid
1211,invalid
1212,invalid
1213,invalid
1214,其他非建设用地
1215,居住用地
1216,防护绿地
1217,invalid
1218,invalid
1219,居住用地
1220,invalid
1221,invalid
1222,居住用地
1223,交通设施用地
1224,居住用地
1225,invalid
1226,居住用地
1227,教育科研用地
1228,医疗卫生用地
1229,invalid
1230,居住用地
1231,invalid
1232,invalid
1233,公园绿地
1234,invalid
1235,居住用地
1236,居住用地
1237,invalid
1238,invalid
1239,居住用地
1240,invalid
1241,居住用地
1242,居住用地
1243,居住用地
1244,居住用地
1245,居住用地
1246,居住用地
1247,居住用地
1248,invalid
1249,invalid
1250,invalid
1251,invalid
1252,invalid
1253,居住用地
1254,invalid
1255,居住用地
1256,invalid
1257,invalid
1258,invalid
1259,invalid
1260,invalid
1261,行政办公用地
1262,invalid
1263,居住用地
1264,invalid
1265,居住用地
1266,invalid
1267,invalid
1268,居住用地
1269,公园绿地
1270,居住用地
1271,invalid
1272,invalid
1273,invalid
1274,invalid
1275,invalid
1276,invalid
1277,invalid
1278,invalid
1279,invalid
1280,居住用地
1281,商业服务业设施用地
1282,居住用地
1283,invalid
1284,invalid
1285,invalid
1286,invalid
1287,invalid
1288,invalid
1289,交通设施用地
1290,invalid
1291,invalid
1292,invalid
1293,invalid
1294,invalid
1295,居住用地
1296,invalid
1297,invalid
1298,invalid
1299,invalid
1300,居住用地
1301,invalid
1302,水域
1303,医疗卫生用地
1304,invalid
1305,居住用地
1306,教育科研用地
1307,防护绿地
1308,invalid
1309,invalid
1310,invalid
1311,商业服务业设施用地
1312,防护绿地
1313,invalid
1314,invalid
1315,invalid
1316,invalid
1317,invalid
1318,invalid
1319,invalid
1320,invalid
1321,体育用地
1322,invalid
1323,行政办公用地
1324,invalid
1325,invalid
1326,invalid
1327,invalid
1328,invalid
1329,居住用地
1330,invalid
1331,invalid
1332,invalid
1333,invalid
1334,invalid
1335,invalid
1336,其他非建设用地
1337,invalid
1338,商业服务业设施用地
1339,体育用地
1340,invalid
1341,公园绿地
1342,invalid
1343,居住用地
1344,居住用地
1345,invalid
1346,防护绿地
1347,invalid
1348,invalid
1349,invalid
1350,防护绿地
1351,教育科研用地
1352,invalid
1353,invalid
1354,invalid
1355,invalid
1356,invalid
1357,教育科研用地
1358,invalid
1359,商业服务业设施用地
1360,invalid
1361,invalid
1362,防护绿地
1363,商业服务业设施用地
1364,工业用地
1365,invalid
1366,水域
1367,invalid
1368,居住用地
1369,水域
1370,居住用地
1371,防护绿地
1372,invalid
1373,invalid
1374,invalid
1375,水域
1376,invalid
1377,invalid
1378,invalid
1379,居住用地
1380,invalid
1381,水域
1382,防护绿地
1383,invalid
1384,invalid
1385,水域
1386,invalid
1387,invalid
1388,invalid
1389,invalid
1390,居住用地
1391,防护绿地
1392,防护绿地
1393,防护绿地
1394,防护绿地
1395,居住用地
1396,居住用地
1397,invalid
1398,居住用地
1399,居住用地
1400,invalid
1401,防护绿地
1402,invalid
1403,广场用地
1404,invalid
1405,商业服务业设施用地
1406,invalid
1407,invalid
1408,水域
1409,invalid
1410,水域
1411,invalid
1412,防护绿地
1413,居住用地
1414,invalid
1415,水域
1416,invalid
1417,防护绿地
1418,invalid
1419,居住用地
1420,invalid
1421,invalid
1422,invalid
1423,invalid
1424,居住用地
1425,invalid
1426,invalid
1427,水域
1428,水域
1429,防护绿地
1430,invalid
1431,水域
1432,invalid
1433,invalid
1434,水域
1435,invalid
1436,invalid
1437,商业服务业设施用地
1438,工业用地
1439,invalid
1440,invalid
1441,invalid
1442,防护绿地
1443,invalid
1444,商业服务业设施用地
1445,invalid
1446,invalid
1447,invalid
1448,invalid
1449,居住用地
1450,居住用地
1451,行政办公用地
1452,水域
1453,水域
1454,invalid
1455,invalid
1456,居住用地
1457,居住用地
1458,invalid
1459,invalid
1460,商业服务业设施用地
1461,居住用地
1462,invalid
1463,invalid
1464,invalid
1465,invalid
1466,居住用地
1467,invalid
1468,invalid
1469,invalid
1470,居住用地
1471,商业服务业设施用地
1472,行政办公用地
1473,invalid
1474,invalid
1475,invalid
1476,居住用地
1477,居住用地
1478,居住用地
1479,居住用地
1480,invalid
1481,invalid
1482,居住用地
1483,invalid
1484,居住用地
1485,居住用地
1486,防护绿地
1487,invalid
1488,invalid
1489,居住用地
1490,invalid
1491,invalid
1492,invalid
1493,invalid
1494,invalid
1495,居住用地
1496,居住用地
1497,invalid
1498,居住用地
1499,invalid
1500,居住用地
1501,居住用地
1502,invalid
1503,居住用地
1504,invalid
1505,invalid
1506,居住用地
1507,公园绿地
1508,invalid
1509,invalid
1510,invalid
1511,商业服务业设施用地
1512,invalid
1513,公园绿地
1514,invalid
1515,invalid
1516,居住用地
1517,居住用地
1518,教育科研用地
1519,居住用地
1520,invalid
1521,invalid
1522,invalid
1523,invalid
1524,工业用地
1525,居住用地
1526,居住用地
1527,居住用地
1528,水域
1529,行政办公用地
1530,居住用地
1531,invalid
1532,invalid
1533,invalid
1534,invalid
1535,居住用地
1536,商业服务业设施用地
1537,invalid
1538,invalid
1539,商业服务业设施用地
1540,商业服务业设施用地
1541,invalid
1542,invalid
1543,商业服务业设施用地
1544,invalid
1545,invalid
1546,invalid
1547,invalid
1548,invalid
1549,invalid
1550,invalid
1551,invalid
1552,商业服务业设施用地
1553,invalid
1554,行政办公用地
1555,invalid
1556,invalid
1557,居住用地
1558,invalid
1559,居住用地
1560,invalid
1561,居住用地
1562,invalid
1563,invalid
1564,invalid
1565,invalid
1566,invalid
1567,invalid
1568,居住用地
1569,居住用地
1570,居住用地
1571,invalid
1572,invalid
1573,invalid
1574,居住用地
1575,invalid
1576,居住用地
1577,invalid
1578,居住用地
1579,invalid
1580,invalid
1581,invalid
1582,交通设施用地
1583,invalid
1584,invalid
1585,居住用地
1586,invalid
1587,居住用地
1588,教育科研用地
1589,invalid
1590,invalid
1591,invalid
1592,invalid
1593,公园绿地
1594,invalid
1595,invalid
1596,invalid
1597,invalid
1598,居住用地
1599,invalid
1600,invalid
1601,invalid
1602,invalid
1603,行政办公用地
1604,invalid
1605,invalid
1606,居住用地
1607,invalid
1608,居住用地
1609,invalid
1610,公园绿地
1611,居住用地
1612,商业服务业设施用地
1613,invalid
1614,invalid
1615,invalid
1616,invalid
1617,invalid
1618,invalid
1619,居住用地
1620,invalid
1621,居住用地
1622,居住用地
1623,商业服务业设施用地
1624,invalid
1625,invalid
1626,居住用地
1627,居住用地
1628,居住用地
1629,invalid
1630,invalid
1631,居住用地
1632,居住用地
1633,居住用地
1634,invalid
1635,invalid
1636,invalid
1637,invalid
1638,invalid
1639,invalid
1640,居住用地
1641,行政办公用地
1642,invalid
1643,居住用地
1644,居住用地
1645,invalid
1646,invalid
1647,invalid
1648,invalid
1649,invalid
1650,invalid
1651,水域
1652,invalid
1653,invalid
1654,invalid
1655,invalid
1656,invalid
1657,居住用地
1658,invalid
1659,invalid
1660,invalid
1661,invalid
1662,商业服务业设施用地
1663,invalid
1664,invalid
1665,invalid
1666,invalid
1667,invalid
1668,商业服务业设施用地
1669,invalid
1670,invalid
1671,invalid
1672,居住用地
1673,invalid
1674,invalid
1675,居住用地
1676,invalid
1677,invalid
1678,invalid
1679,invalid
1680,居住用地
1681,invalid
1682,invalid
1683,体育用地
1684,invalid
1685,invalid
1686,invalid
1687,invalid
1688,居住用地
1689,居住用地
1690,invalid
1691,居住用地
1692,水域
1693,invalid
1694,invalid
1695,invalid
1696,invalid
1697,居住用地
1698,invalid
1699,居住用地
1700,商业服务业设施用地
1701,invalid
1702,居住用地
1703,居住用地
1704,商业服务业设施用地
1705,invalid
1706,invalid
1707,居住用地
1708,居住用地
1709,invalid
1710,invalid
1711,invalid
1712,invalid
1713,居住用地
1714,居住用地
1715,居住用地
1716,居住用地
1717,居住用地
1718,居住用地
1719,居住用地
1720,行政办公用地
1721,行政办公用地
1722,invalid
1723,居住用地
1724,居住用地
1725,商业服务业设施用地
1726,居住用地
1727,invalid
1728,invalid
1729,居住用地
1730,invalid
1731,invalid
1732,居住用地
1733,invalid
1734,invalid
1735,invalid
1736,invalid
1737,商业服务业设施用地
1738,invalid
1739,invalid
1740,invalid
1741,invalid
1742,invalid
1743,居住用地
1744,invalid
1745,invalid
1746,invalid
1747,医疗卫生用地
1748,居住用地
1749,居住用地
1750,invalid
1751,医疗卫生用地
1752,invalid
1753,教育科研用地
1754,invalid
1755,invalid
1756,invalid
1757,invalid
1758,教育科研用地
1759,invalid
1760,invalid
1761,invalid
1762,invalid
1763,invalid
1764,invalid
1765,居住用地
1766,居住用地
1767,invalid
1768,invalid
1769,invalid
1770,invalid
1771,invalid
1772,invalid
1773,invalid
1774,行政办公用地
1775,invalid
1776,水域
1777,invalid
1778,invalid
1779,invalid
1780,体育用地
1781,invalid
1782,invalid
1783,invalid
1784,invalid
1785,invalid
1786,体育用地
1787,invalid
1788,教育科研用地
1789,invalid
1790,invalid
1791,invalid
1792,invalid
1793,公园绿地
1794,invalid
1795,invalid
1796,invalid
1797,invalid
1798,invalid
1799,invalid
1800,invalid
1801,invalid
1802,invalid
1803,商业服务业设施用地
1804,invalid
1805,invalid
1806,invalid
1807,invalid
1808,居住用地
1809,invalid
1810,invalid
1811,invalid
1812,invalid
1813,invalid
1814,invalid
1815,居住用地
1816,水域
1817,invalid
1818,invalid
1819,invalid
1820,invalid
1821,invalid
1822,invalid
1823,居住用地
1824,invalid
1825,居住用地
1826,居住用地
1827,invalid
1828,invalid
1829,invalid
1830,invalid
1831,invalid
1832,invalid
1833,invalid
1834,invalid
1835,invalid
1836,invalid
1837,invalid
1838,invalid
1839,invalid
1840,invalid
1841,invalid
1842,invalid
1843,invalid
1844,invalid
1845,invalid
1846,invalid
1847,商业服务业设施用地
1848,invalid
1849,居住用地
1850,invalid
1851,invalid
1852,居住用地
1853,居住用地
1854,商业服务业设施用地
1855,商业服务业设施用地
1856,invalid
1857,invalid
1858,invalid
1859,商业服务业设施用地
1860,商业服务业设施用地
1861,invalid
1862,invalid
1863,invalid
1864,商业服务业设施用地
1865,invalid
1866,invalid
1867,invalid
1868,invalid
1869,invalid
1870,invalid
1871,invalid
1872,invalid
1873,invalid
1874,invalid
1875,invalid
1876,invalid
1877,医疗卫生用地
1878,居住用地
1879,水域
1880,商业服务业设施用地
1881,invalid
1882,invalid
1883,invalid
1884,invalid
1885,invalid
1886,invalid
1887,invalid
1888,invalid
1889,invalid
1890,invalid
1891,教育科研用地
1892,文化设施用地
1893,invalid
1894,invalid
1895,工业用地
1896,居住用地
1897,invalid
1898,居住用地
1899,invalid
1900,invalid
1901,invalid
1902,invalid
1903,invalid
1904,invalid
1905,商业服务业设施用地
1906,invalid
1907,居住用地
1908,商业服务业设施用地
1909,商业服务业设施用地
1910,invalid
1911,invalid
1912,invalid
1913,invalid
1914,invalid
1915,invalid
1916,商业服务业设施用地
1917,商业服务业设施用地
1918,invalid
1919,invalid
1920,invalid
1921,商业服务业设施用地
1922,防护绿地
1923,invalid
1924,invalid
1925,invalid
1926,invalid
1927,invalid
1928,invalid
1929,invalid
1930,invalid
1931,invalid
1932,商业服务业设施用地
1933,防护绿地
1934,invalid
1935,invalid
1936,invalid
1937,invalid
1938,invalid
1939,invalid
1940,商业服务业设施用地
1941,invalid
1942,invalid
1943,防护绿地
1944,invalid
1945,invalid
1946,invalid
1947,invalid
1948,商业服务业设施用地
1949,防护绿地
1950,invalid
